	Z1	Z2	Z3	St_coeff1	St_coeff2	St_coeff3	Eneg1	Eneg2	Eneg3	Space Group	Composition
1149	79	8	17	1.0	18.0	5.0	2.54	3.44	3.16	15	Au1 Cl5 O18
1150	24	5	8	3.0	1.0	6.0	1.66	2.04	3.44	62	Cr3 B1 O6
1151	24	83	8	2.0	6.0	15.0	1.66	2.02	3.44	37	Cr2 Bi6 O15
1152	80	34	50	2.0	4.0	1.0	2.0	2.55	1.96	82	Sn1 Hg2 Se4
1153	34	50	47	6.0	1.0	8.0	2.55	1.96	1.93	31	Ag8 Sn1 Se6
1154	6	16	41	1.0	2.0	2.0	2.55	2.58	1.6	164	Nb2 C1 S2
1155	16	14	80	6.0	1.0	4.0	2.58	1.9	2.0	9	Si1 Hg4 S6
1156	14	80	34	1.0	4.0	6.0	1.9	2.0	2.55	9	Si1 Hg4 Se6
1157	5	80	8	4.0	1.0	7.0	2.04	2.0	3.44	61	Hg1 B4 O7
1158	79	13	8	1.0	1.0	2.0	2.54	1.61	3.44	194	Al1 Au1 O2
1159	8	47	31	2.0	1.0	1.0	3.44	1.93	1.81	194	Ga1 Ag1 O2
1160	79	8	31	1.0	2.0	1.0	2.54	3.44	1.81	194	Ga1 Au1 O2
1161	79	8	49	1.0	2.0	1.0	2.54	3.44	1.78	194	In1 Au1 O2
1162	5	27	8	4.0	1.0	7.0	2.04	1.88	3.44	61	Co1 B4 O7
1163	5	27	8	6.0	4.0	13.0	2.04	1.88	3.44	217	Co4 B6 O13
1164	5	8	48	2.0	5.0	2.0	2.04	3.44	1.69	2	Cd2 B2 O5
1165	33	52	22	1.0	1.0	1.0	2.18	2.1	1.54	71	Ti1 Te1 As1
1166	28	16	50	6.0	2.0	1.0	1.91	2.58	1.96	139	Ni6 Sn1 S2
1167	33	80	8	2.0	2.0	6.0	2.18	2.0	3.44	162	Hg2 As2 O6
1168	51	16	42	2.0	1.0	1.0	2.05	2.58	2.16	12	Sb2 Mo1 S1
1169	80	8	7	2.0	6.0	2.0	2.0	3.44	3.04	4	Hg2 N2 O6
1170	15	26	8	6.0	4.0	21.0	2.19	1.83	3.44	14	Fe4 P6 O21
1171	15	16	30	2.0	8.0	3.0	2.19	2.58	1.65	118	Zn3 P2 S8
1172	34	83	29	9.0	4.0	4.0	2.55	2.02	1.9	62	Cu4 Bi4 Se9
1173	39	15	8	2.0	4.0	13.0	1.22	2.19	3.44	20	Y2 P4 O13
1174	32	80	34	1.0	2.0	4.0	2.01	2.0	2.55	82	Hg2 Ge1 Se4
1175	14	34	48	1.0	6.0	4.0	1.9	2.55	1.69	9	Cd4 Si1 Se6
1176	75	16	33	4.0	3.0	6.0	1.9	2.58	2.18	216	Re4 As6 S3
1177	82	34	48	3.0	4.0	1.0	2.33	2.55	1.69	225	Cd1 Pb3 Se4
1178	81	8	74	2.0	4.0	1.0	1.62	3.44	2.36	164	Tl2 W1 O4
1179	15	30	8	2.0	3.0	8.0	2.19	1.65	3.44	15	Zn3 P2 O8
1180	53	34	73	1.0	8.0	2.0	2.66	2.55	1.5	97	Ta2 Se8 I1
1181	75	52	35	6.0	4.0	10.0	1.9	2.1	2.96	2	Re6 Te4 Br10
1182	81	42	8	2.0	1.0	4.0	1.62	2.16	3.44	164	Tl2 Mo1 O4
1183	15	8	23	3.0	12.0	2.0	2.19	3.44	1.63	14	V2 P3 O12
1184	16	40	7	1.0	2.0	2.0	2.58	1.33	3.04	164	Zr2 S1 N2
1185	83	8	73	1.0	4.0	1.0	2.02	3.44	1.5	52	Ta1 Bi1 O4
1186	8	40	7	5.0	4.0	2.0	3.44	1.33	3.04	108	Zr4 N2 O5
1187	51	16	42	1.0	2.0	2.0	2.05	2.58	2.16	11	Sb1 Mo2 S2
1188	15	34	47	1.0	4.0	3.0	2.19	2.55	1.93	31	Ag3 P1 Se4
1189	28	83	8	1.0	1.0	3.0	1.91	2.02	3.44	2	Ni1 Bi1 O3
1190	41	8	17	10.0	7.0	16.0	1.6	3.44	3.16	12	Nb10 Cl16 O7
1191	33	80	8	2.0	4.0	7.0	2.18	2.0	3.44	62	Hg4 As2 O7
1192	80	8	17	2.0	6.0	2.0	2.0	3.44	3.16	14	Hg2 Cl2 O6
1193	15	16	79	1.0	4.0	1.0	2.19	2.58	2.54	2	P1 Au1 S4
1194	15	30	34	2.0	2.0	6.0	2.19	1.65	2.55	148	Zn2 P2 Se6
1195	34	50	29	3.0	1.0	2.0	2.55	1.96	1.9	9	Cu2 Sn1 Se3
1196	81	42	8	2.0	7.0	22.0	1.62	2.16	3.44	15	Tl2 Mo7 O22
1197	52	29	17	2.0	1.0	1.0	2.1	1.9	3.16	14	Cu1 Te2 Cl1
1198	28	83	34	3.0	2.0	2.0	1.91	2.02	2.55	12	Ni3 Bi2 Se2
1199	33	80	8	2.0	6.0	8.0	2.18	2.0	3.44	14	Hg6 As2 O8
1200	22	8	7	1.0	12.0	4.0	1.54	3.44	3.04	14	Ti1 N4 O12
1201	42	8	49	3.0	12.0	2.0	2.16	3.44	1.78	14	In2 Mo3 O12
1202	80	8	17	2.0	1.0	1.0	2.0	3.44	3.16	15	Hg2 Cl1 O1
1203	16	81	26	2.0	1.0	1.0	2.58	1.62	1.83	12	Tl1 Fe1 S2
1204	16	5	47	18.0	10.0	6.0	2.58	2.04	1.93	15	Ag6 B10 S18
1205	15	16	40	2.0	7.0	1.0	2.19	2.58	1.33	15	Zr1 P2 S7
1206	16	35	73	1.0	7.0	3.0	2.58	2.96	1.5	8	Ta3 S1 Br7
1207	52	35	29	2.0	1.0	1.0	2.1	2.96	1.9	14	Cu1 Te2 Br1
1208	53	52	29	1.0	2.0	1.0	2.66	2.1	1.9	14	Cu1 Te2 I1
1209	34	29	17	2.0	1.0	1.0	2.55	1.9	3.16	14	Cu1 Se2 Cl1
1210	53	80	8	2.0	1.0	6.0	2.66	2.0	3.44	4	Hg1 I2 O6
1211	39	15	8	1.0	3.0	9.0	1.22	2.19	3.44	148	Y1 P3 O9
1212	34	80	35	2.0	3.0	2.0	2.55	2.0	2.96	12	Hg3 Se2 Br2
1213	51	52	28	1.0	2.0	2.0	2.05	2.1	1.91	194	Ni2 Sb1 Te2
1214	33	8	47	1.0	3.0	1.0	2.18	3.44	1.93	29	Ag1 As1 O3
1215	82	24	8	5.0	1.0	8.0	2.33	1.66	3.44	14	Cr1 Pb5 O8
1216	83	8	22	2.0	7.0	2.0	2.02	3.44	1.54	227	Ti2 Bi2 O7
1217	8	74	49	12.0	3.0	2.0	3.44	2.36	1.78	60	In2 W3 O12
1218	51	26	8	1.0	1.0	4.0	2.05	1.83	3.44	136	Fe1 Sb1 O4
1219	15	25	8	1.0	1.0	4.0	2.19	1.55	3.44	62	Mn1 P1 O4
1220	15	27	8	1.0	1.0	4.0	2.19	1.88	3.44	62	Co1 P1 O4
1221	80	8	9	4.0	1.0	6.0	2.0	3.44	3.98	186	Hg4 O1 F6
1222	24	81	8	2.0	2.0	7.0	1.66	1.62	3.44	2	Tl2 Cr2 O7
1223	41	8	9	3.0	5.0	5.0	1.6	3.44	3.98	139	Nb3 O5 F5
1224	39	15	16	1.0	1.0	4.0	1.22	2.19	2.58	142	Y1 P1 S4
1225	32	25	34	1.0	2.0	4.0	2.01	1.55	2.55	62	Mn2 Ge1 Se4
1226	52	40	17	6.0	1.0	6.0	2.1	1.33	3.16	57	Zr1 Te6 Cl6
1227	52	72	17	6.0	1.0	6.0	2.1	1.3	3.16	57	Hf1 Te6 Cl6
1228	81	34	73	1.0	3.0	1.0	1.62	2.55	1.5	62	Ta1 Tl1 Se3
1229	45	83	8	12.0	6.0	29.0	2.28	2.02	3.44	12	Bi6 Rh12 O29
1230	82	8	23	1.0	3.0	1.0	2.33	3.44	1.63	99	V1 Pb1 O3
1231	52	35	47	4.0	3.0	10.0	2.1	2.96	1.93	63	Ag10 Te4 Br3
1232	16	81	41	4.0	3.0	1.0	2.58	1.62	1.6	217	Nb1 Tl3 S4
1233	81	34	23	3.0	4.0	1.0	1.62	2.55	1.63	217	Tl3 V1 Se4
1234	81	41	34	3.0	1.0	4.0	1.62	1.6	2.55	217	Nb1 Tl3 Se4
1235	75	81	34	3.0	2.0	6.0	1.9	1.62	2.55	15	Tl2 Re3 Se6
1236	16	49	48	4.0	2.0	1.0	2.58	1.78	1.69	227	Cd1 In2 S4
1237	15	52	77	1.0	1.0	1.0	2.19	2.1	2.2	61	Te1 P1 Ir1
1238	15	16	47	1.0	6.0	7.0	2.19	2.58	1.93	198	Ag7 P1 S6
1239	81	52	29	1.0	2.0	2.0	1.62	2.1	1.9	139	Tl1 Cu2 Te2
1240	24	34	49	5.0	8.0	1.0	1.66	2.55	1.78	5	Cr5 In1 Se8
1241	16	47	31	6.0	9.0	1.0	2.58	1.93	1.81	216	Ga1 Ag9 S6
1242	34	31	23	8.0	1.0	4.0	2.55	1.81	1.63	216	V4 Ga1 Se8
1243	25	83	34	1.0	2.0	4.0	1.55	2.02	2.55	12	Mn1 Bi2 Se4
1244	82	42	34	1.0	6.0	8.0	2.33	2.16	2.55	148	Mo6 Pb1 Se8
1245	42	50	34	6.0	1.0	8.0	2.16	1.96	2.55	148	Sn1 Mo6 Se8
1246	82	16	42	1.0	8.0	6.0	2.33	2.58	2.16	148	Mo6 Pb1 S8
1247	81	42	34	1.0	3.0	3.0	1.62	2.16	2.55	176	Tl1 Mo3 Se3
1248	16	81	23	8.0	1.0	6.0	2.58	1.62	1.63	176	Tl1 V6 S8
1249	16	42	49	2.0	1.0	1.0	2.58	2.16	1.78	194	In1 Mo1 S2
1250	82	52	40	3.0	1.0	5.0	2.33	2.1	1.33	193	Zr5 Te1 Pb3
1251	82	16	40	3.0	1.0	5.0	2.33	2.58	1.33	193	Zr5 Pb3 S1
1252	82	40	34	3.0	5.0	1.0	2.33	1.33	2.55	193	Zr5 Pb3 Se1
1253	16	42	83	8.0	6.0	1.0	2.58	2.16	2.02	148	Bi1 Mo6 S8
1254	51	16	42	1.0	8.0	6.0	2.05	2.58	2.16	148	Sb1 Mo6 S8
1255	16	33	47	1.0	1.0	1.0	2.58	2.18	1.93	33	Ag1 As1 S1
1256	33	34	47	1.0	1.0	1.0	2.18	2.55	1.93	33	Ag1 As1 Se1
1257	33	34	47	1.0	6.0	7.0	2.18	2.55	1.93	198	Ag7 As1 Se6
1258	16	5	47	4.0	1.0	5.0	2.58	2.04	1.93	227	Ag5 B1 S4
1259	51	16	47	1.0	6.0	7.0	2.05	2.58	1.93	216	Ag7 Sb1 S6
1260	16	81	47	1.0	1.0	1.0	2.58	1.62	1.93	62	Tl1 Ag1 S1
1261	14	34	47	1.0	6.0	8.0	1.9	2.55	1.93	198	Si1 Ag8 Se6
1262	81	34	47	1.0	7.0	11.0	1.62	2.55	1.93	176	Tl1 Ag11 Se7
1263	16	26	13	4.0	1.0	2.0	2.58	1.83	1.61	160	Al2 Fe1 S4
1264	16	25	13	4.0	1.0	2.0	2.58	1.55	1.61	160	Mn1 Al2 S4
1265	25	52	13	1.0	4.0	2.0	1.55	2.1	1.61	121	Mn1 Al2 Te4
1266	16	42	13	8.0	6.0	3.0	2.58	2.16	1.61	148	Al3 Mo6 S8
1267	33	52	29	1.0	1.0	1.0	2.18	2.1	1.9	33	Cu1 Te1 As1
1268	33	26	34	1.0	1.0	1.0	2.18	1.83	2.55	14	Fe1 As1 Se1
1269	33	52	26	1.0	1.0	1.0	2.18	2.1	1.83	14	Fe1 Te1 As1
1270	16	77	33	1.0	1.0	1.0	2.58	2.2	2.18	205	As1 Ir1 S1
1271	33	77	34	1.0	1.0	1.0	2.18	2.2	2.55	205	As1 Ir1 Se1
1272	33	52	77	1.0	1.0	1.0	2.18	2.1	2.2	205	Te1 As1 Ir1
1273	33	76	34	1.0	1.0	1.0	2.18	2.2	2.55	14	As1 Os1 Se1
1274	33	52	76	1.0	1.0	1.0	2.18	2.1	2.2	14	Te1 As1 Os1
1275	33	52	46	1.0	2.0	8.0	2.18	2.1	2.2	161	Te2 As1 Pd8
1276	16	33	78	1.0	1.0	1.0	2.58	2.18	2.28	205	As1 Pt1 S1
1277	16	45	33	1.0	1.0	1.0	2.58	2.28	2.18	205	As1 Rh1 S1
1278	33	45	34	1.0	1.0	1.0	2.18	2.28	2.55	205	As1 Rh1 Se1
1279	33	52	45	1.0	1.0	1.0	2.18	2.1	2.28	205	Te1 As1 Rh1
1280	44	33	34	1.0	1.0	1.0	2.2	2.18	2.55	14	As1 Ru1 Se1
1281	44	33	52	1.0	1.0	1.0	2.2	2.18	2.1	14	Te1 As1 Ru1
1282	39	16	33	1.0	1.0	1.0	1.22	2.58	2.18	14	Y1 As1 S1
1283	39	33	34	1.0	1.0	1.0	1.22	2.18	2.55	14	Y1 As1 Se1
1284	81	79	34	4.0	1.0	3.0	1.62	2.54	2.55	140	Tl4 Au1 Se3
1285	5	34	29	1.0	2.0	1.0	2.04	2.55	1.9	122	Cu1 B1 Se2
1286	52	27	83	1.0	1.0	1.0	2.1	1.88	2.02	34	Co1 Bi1 Te1
1287	34	83	29	2.0	1.0	1.0	2.55	2.02	1.9	225	Cu1 Bi1 Se2
1288	16	77	83	1.0	1.0	1.0	2.58	2.2	2.02	198	Bi1 Ir1 S1
1289	77	83	34	1.0	1.0	1.0	2.2	2.02	2.55	198	Bi1 Ir1 Se1
1290	52	83	77	1.0	1.0	1.0	2.1	2.02	2.2	205	Bi1 Te1 Ir1
1291	28	83	34	1.0	1.0	1.0	1.91	2.02	2.55	198	Ni1 Bi1 Se1
1292	76	83	34	1.0	1.0	1.0	2.2	2.02	2.55	14	Bi1 Os1 Se1
1293	16	83	46	2.0	2.0	3.0	2.58	2.02	2.2	12	Bi2 Pd3 S2
1294	34	83	46	1.0	1.0	1.0	2.55	2.02	2.2	198	Bi1 Pd1 Se1
1295	34	83	46	2.0	2.0	3.0	2.55	2.02	2.2	12	Bi2 Pd3 Se2
1296	34	83	78	1.0	1.0	1.0	2.55	2.02	2.28	198	Bi1 Pt1 Se1
1297	16	45	83	1.0	1.0	1.0	2.58	2.28	2.02	198	Bi1 Rh1 S1
1298	45	83	34	1.0	1.0	1.0	2.28	2.02	2.55	198	Bi1 Rh1 Se1
1299	52	45	83	1.0	1.0	1.0	2.1	2.28	2.02	205	Bi1 Te1 Rh1
1300	39	52	83	1.0	3.0	1.0	1.22	2.1	2.02	166	Y1 Bi1 Te3
1301	15	34	48	2.0	6.0	2.0	2.19	2.55	1.69	148	Cd2 P2 Se6
1302	81	34	48	1.0	2.0	1.0	1.62	2.55	1.69	164	Tl1 Cd1 Se2
1303	81	52	48	1.0	2.0	1.0	1.62	2.1	1.69	164	Tl1 Cd1 Te2
1304	81	52	48	2.0	4.0	1.0	1.62	2.1	1.69	82	Tl2 Cd1 Te4
1305	15	16	27	1.0	3.0	2.0	2.19	2.58	1.88	205	Co2 P1 S3
1306	15	16	27	1.0	1.0	1.0	2.19	2.58	1.88	205	Co1 P1 S1
1307	15	16	27	2.0	6.0	2.0	2.19	2.58	1.88	12	Co2 P2 S6
1308	16	27	50	2.0	3.0	2.0	2.58	1.88	1.96	166	Co3 Sn2 S2
1309	51	27	34	1.0	1.0	1.0	2.05	1.88	2.55	58	Co1 Sb1 Se1
1310	51	52	27	1.0	1.0	1.0	2.05	2.1	1.88	58	Co1 Sb1 Te1
1311	14	27	34	2.0	1.0	4.0	1.9	1.88	2.55	12	Co1 Si2 Se4
1312	24	16	31	1.0	4.0	2.0	1.66	2.58	1.81	227	Cr1 Ga2 S4
1313	24	16	31	2.0	4.0	1.0	1.66	2.58	1.81	216	Cr2 Ga1 S4
1314	24	16	49	2.0	4.0	1.0	1.66	2.58	1.78	227	Cr2 In1 S4
1315	24	34	15	1.0	3.0	1.0	1.66	2.55	2.19	12	Cr1 P1 Se3
1316	24	81	34	1.0	1.0	2.0	1.66	1.62	2.55	160	Tl1 Cr1 Se2
1317	24	81	34	3.0	1.0	5.0	1.66	1.62	2.55	12	Tl1 Cr3 Se5
1318	24	14	52	1.0	1.0	3.0	1.66	1.9	2.1	148	Cr1 Si1 Te3
1319	15	16	29	1.0	2.0	1.0	2.19	2.58	1.9	186	Cu1 P1 S2
1320	15	16	29	1.0	6.0	7.0	2.19	2.58	1.9	198	Cu7 P1 S6
1321	15	34	29	1.0	2.0	1.0	2.19	2.55	1.9	186	Cu1 P1 Se2
1322	51	52	29	1.0	2.0	1.0	2.05	2.1	1.9	160	Cu1 Sb1 Te2
1323	81	34	29	1.0	3.0	4.0	1.62	2.55	1.9	123	Tl1 Cu4 Se3
1324	34	26	31	4.0	1.0	2.0	2.55	1.83	1.81	111	Ga2 Fe1 Se4
1325	15	16	26	1.0	1.0	1.0	2.19	2.58	1.83	14	Fe1 P1 S1
1326	15	26	34	1.0	1.0	1.0	2.19	1.83	2.55	14	Fe1 P1 Se1
1327	16	81	26	2.0	1.0	2.0	2.58	1.62	1.83	139	Tl1 Fe2 S2
1328	51	26	34	1.0	1.0	1.0	2.05	1.83	2.55	14	Fe1 Sb1 Se1
1329	51	52	26	1.0	1.0	1.0	2.05	2.1	1.83	58	Fe1 Sb1 Te1
1330	81	26	34	2.0	3.0	4.0	1.62	1.83	2.55	139	Tl2 Fe3 Se4
1331	16	25	31	5.0	2.0	2.0	2.58	1.55	1.81	164	Mn2 Ga2 S5
1332	16	42	31	1.0	8.0	40.0	2.58	2.16	1.81	87	Ga40 Mo8 S1
1333	16	42	31	8.0	6.0	2.0	2.58	2.16	1.81	148	Ga2 Mo6 S8
1334	16	41	31	8.0	4.0	1.0	2.58	1.6	1.81	216	Nb4 Ga1 S8
1335	39	16	31	3.0	6.0	1.0	1.22	2.58	1.81	36	Y3 Ga1 S6
1336	34	31	73	8.0	1.0	4.0	2.55	1.81	1.5	216	Ta4 Ga1 Se8
1337	16	32	80	6.0	1.0	4.0	2.58	2.01	2.0	9	Hg4 Ge1 S6
1338	32	77	16	3.0	2.0	3.0	2.01	2.2	2.58	200	Ge3 Ir2 S3
1339	32	77	34	3.0	2.0	3.0	2.01	2.2	2.55	200	Ge3 Ir2 Se3
1340	32	52	46	1.0	2.0	8.0	2.01	2.1	2.2	161	Ge1 Te2 Pd8
1341	32	16	78	1.0	1.0	1.0	2.01	2.58	2.28	29	Ge1 Pt1 S1
1342	32	52	78	1.0	1.0	1.0	2.01	2.1	2.28	205	Ge1 Te1 Pt1
1343	32	45	16	3.0	2.0	3.0	2.01	2.28	2.58	146	Ge3 Rh2 S3
1344	32	45	34	3.0	2.0	3.0	2.01	2.28	2.55	146	Ge3 Rh2 Se3
1345	52	80	49	2.0	1.0	1.0	2.1	2.0	1.78	216	In1 Hg1 Te2
1346	16	42	49	8.0	6.0	1.0	2.58	2.16	1.78	148	In1 Mo6 S8
1347	42	34	49	15.0	19.0	3.0	2.16	2.55	1.78	176	In3 Mo15 Se19
1348	16	41	49	8.0	6.0	2.0	2.58	1.6	1.78	176	Nb6 In2 S8
1349	41	34	49	6.0	8.0	1.0	1.6	2.55	1.78	176	Nb6 In1 Se8
1350	41	52	49	6.0	8.0	2.0	1.6	2.1	1.78	176	Nb6 In2 Te8
1351	28	16	49	3.0	2.0	2.0	1.91	2.58	1.78	166	In2 Ni3 S2
1352	28	34	49	3.0	2.0	2.0	1.91	2.55	1.78	166	In2 Ni3 Se2
1353	16	45	49	2.0	3.0	2.0	2.58	2.28	1.78	166	In2 Rh3 S2
1354	21	16	49	3.0	6.0	1.0	1.36	2.58	1.78	18	Sc3 In1 S6
1355	16	74	49	2.0	1.0	1.0	2.58	2.36	1.78	194	In1 W1 S2
1356	39	16	49	3.0	6.0	1.0	1.22	2.58	1.78	18	Y3 In1 S6
1357	39	16	49	4.0	13.0	5.0	1.22	2.58	1.78	55	Y4 In5 S13
1358	73	34	49	1.0	2.0	1.0	1.5	2.55	1.78	187	Ta1 In1 Se2
1359	15	16	77	1.0	1.0	1.0	2.19	2.58	2.2	205	P1 Ir1 S1
1360	15	77	34	1.0	1.0	1.0	2.19	2.2	2.55	198	P1 Ir1 Se1
1361	16	77	50	3.0	2.0	3.0	2.58	2.2	1.96	200	Sn3 Ir2 S3
1362	51	77	34	1.0	1.0	1.0	2.05	2.2	2.55	198	Sb1 Ir1 Se1
1363	51	52	77	1.0	1.0	1.0	2.05	2.1	2.2	198	Sb1 Te1 Ir1
1364	15	25	34	2.0	2.0	6.0	2.19	1.55	2.55	148	Mn2 P2 Se6
1365	25	50	34	2.0	1.0	4.0	1.55	1.96	2.55	62	Mn2 Sn1 Se4
1366	82	42	34	2.0	15.0	19.0	2.33	2.16	2.55	176	Mo15 Pb2 Se19
1367	82	42	34	3.0	15.0	19.0	2.33	2.16	2.55	176	Mo15 Pb3 Se19
1368	16	42	50	19.0	15.0	2.0	2.58	2.16	1.96	176	Sn2 Mo15 S19
1369	42	16	81	6.0	8.0	1.0	2.16	2.58	1.62	148	Tl1 Mo6 S8
1370	42	16	81	9.0	11.0	2.0	2.16	2.58	1.62	167	Tl2 Mo9 S11
1371	42	50	34	15.0	2.0	19.0	2.16	1.96	2.55	167	Sn2 Mo15 Se19
1372	42	50	34	15.0	3.0	19.0	2.16	1.96	2.55	176	Sn3 Mo15 Se19
1373	81	42	34	2.0	15.0	19.0	1.62	2.16	2.55	167	Tl2 Mo15 Se19
1374	81	42	34	3.0	15.0	19.0	1.62	2.16	2.55	176	Tl3 Mo15 Se19
1375	81	42	34	1.0	6.0	8.0	1.62	2.16	2.55	148	Tl1 Mo6 Se8
1376	82	16	41	1.0	8.0	6.0	2.33	2.58	1.6	176	Nb6 Pb1 S8
1377	82	41	34	1.0	6.0	8.0	2.33	1.6	2.55	176	Nb6 Pb1 Se8
1378	82	41	52	1.0	6.0	8.0	2.33	1.6	2.1	176	Nb6 Te8 Pb1
1379	16	41	50	8.0	6.0	1.0	2.58	1.6	1.96	176	Nb6 Sn1 S8
1380	16	81	41	8.0	1.0	6.0	2.58	1.62	1.6	176	Nb6 Tl1 S8
1381	41	50	34	6.0	1.0	8.0	1.6	1.96	2.55	176	Nb6 Sn1 Se8
1382	81	41	34	1.0	6.0	8.0	1.62	1.6	2.55	176	Nb6 Tl1 Se8
1383	41	52	50	6.0	8.0	1.0	1.6	2.1	1.96	176	Nb6 Sn1 Te8
1384	81	52	41	1.0	8.0	6.0	1.62	2.1	1.6	176	Nb6 Tl1 Te8
1385	28	34	15	1.0	3.0	1.0	1.91	2.55	2.19	12	Ni1 P1 Se3
1386	28	16	81	2.0	2.0	1.0	1.91	2.58	1.62	139	Tl1 Ni2 S2
1387	28	16	81	3.0	2.0	2.0	1.91	2.58	1.62	166	Tl2 Ni3 S2
1388	28	14	34	1.0	2.0	4.0	1.91	1.9	2.55	12	Si2 Ni1 Se4
1389	28	81	34	2.0	1.0	2.0	1.91	1.62	2.55	139	Tl1 Ni2 Se2
1390	15	16	76	1.0	1.0	1.0	2.19	2.58	2.2	14	P1 Os1 S1
1391	15	76	34	1.0	1.0	1.0	2.19	2.2	2.55	14	P1 Os1 Se1
1392	51	16	76	1.0	1.0	1.0	2.05	2.58	2.2	14	Sb1 Os1 S1
1393	51	76	34	1.0	1.0	1.0	2.05	2.2	2.55	14	Sb1 Os1 Se1
1394	51	52	76	1.0	1.0	1.0	2.05	2.1	2.2	14	Sb1 Te1 Os1
1395	15	16	46	2.0	6.0	2.0	2.19	2.58	2.2	12	P2 Pd2 S6
1396	15	16	45	1.0	1.0	1.0	2.19	2.58	2.28	205	P1 Rh1 S1
1397	15	45	34	1.0	1.0	1.0	2.19	2.28	2.55	198	P1 Rh1 Se1
1398	44	16	15	1.0	1.0	1.0	2.2	2.58	2.19	14	P1 Ru1 S1
1399	44	34	15	1.0	1.0	1.0	2.2	2.55	2.19	14	P1 Ru1 Se1
1400	15	16	23	2.0	6.0	2.0	2.19	2.58	1.63	12	V2 P2 S6
1401	39	15	16	1.0	1.0	1.0	1.22	2.19	2.58	62	Y1 P1 S1
1402	15	16	73	1.0	1.0	1.0	2.19	2.58	1.5	71	Ta1 P1 S1
1403	82	34	46	2.0	2.0	3.0	2.33	2.55	2.2	166	Pd3 Pb2 Se2
1404	82	52	78	1.0	1.0	1.0	2.33	2.1	2.28	205	Te1 Pt1 Pb1
1405	82	75	16	1.0	3.0	6.0	2.33	1.9	2.58	15	Re3 Pb1 S6
1406	82	75	34	1.0	3.0	6.0	2.33	1.9	2.55	15	Re3 Pb1 Se6
1407	82	45	34	2.0	3.0	2.0	2.33	2.28	2.55	166	Rh3 Pb2 Se2
1408	51	16	46	1.0	1.0	1.0	2.05	2.58	2.2	198	Sb1 Pd1 S1
1409	16	81	46	2.0	2.0	3.0	2.58	1.62	2.2	166	Tl2 Pd3 S2
1410	81	34	46	1.0	1.0	5.0	1.62	2.55	2.2	123	Tl1 Pd5 Se1
1411	81	34	46	2.0	2.0	3.0	1.62	2.55	2.2	166	Tl2 Pd3 Se2
1412	51	16	78	1.0	1.0	1.0	2.05	2.58	2.28	198	Sb1 Pt1 S1
1413	16	50	78	1.0	1.0	1.0	2.58	1.96	2.28	205	Sn1 Pt1 S1
1414	51	34	78	1.0	1.0	1.0	2.05	2.55	2.28	198	Sb1 Pt1 Se1
1415	51	52	78	1.0	1.0	1.0	2.05	2.1	2.28	205	Sb1 Te1 Pt1
1416	14	34	78	1.0	1.0	1.0	1.9	2.55	2.28	29	Si1 Pt1 Se1
1417	34	50	78	1.0	1.0	1.0	2.55	1.96	2.28	205	Sn1 Pt1 Se1
1418	52	50	78	1.0	1.0	1.0	2.1	1.96	2.28	205	Sn1 Te1 Pt1
1419	75	16	81	3.0	6.0	2.0	1.9	2.58	1.62	15	Tl2 Re3 S6
1420	51	16	45	1.0	1.0	1.0	2.05	2.58	2.28	198	Sb1 Rh1 S1
1421	16	45	81	2.0	3.0	2.0	2.58	2.28	1.62	166	Tl2 Rh3 S2
1422	51	45	34	1.0	1.0	1.0	2.05	2.28	2.55	198	Sb1 Rh1 Se1
1423	51	52	45	1.0	1.0	1.0	2.05	2.1	2.28	205	Sb1 Te1 Rh1
1424	51	16	44	1.0	1.0	1.0	2.05	2.58	2.2	14	Sb1 Ru1 S1
1425	51	34	44	1.0	1.0	1.0	2.05	2.55	2.2	14	Sb1 Ru1 Se1
1426	51	52	44	1.0	1.0	1.0	2.05	2.1	2.2	14	Sb1 Te1 Ru1
1427	51	16	40	3.0	1.0	5.0	2.05	2.58	1.33	193	Zr5 Sb3 S1
1428	39	16	81	1.0	2.0	1.0	1.22	2.58	1.62	166	Y1 Tl1 S2
1429	51	40	34	3.0	5.0	1.0	2.05	1.33	2.55	193	Zr5 Sb3 Se1
1430	39	51	52	1.0	1.0	3.0	1.22	2.05	2.1	166	Y1 Sb1 Te3
1431	39	81	34	1.0	1.0	2.0	1.22	1.62	2.55	166	Y1 Tl1 Se2
1432	39	81	52	1.0	1.0	2.0	1.22	1.62	2.1	166	Y1 Tl1 Te2
1433	16	50	40	1.0	3.0	5.0	2.58	1.96	1.33	193	Zr5 Sn3 S1
1434	40	34	50	5.0	1.0	3.0	1.33	2.55	1.96	193	Zr5 Sn3 Se1
1435	15	16	47	1.0	4.0	3.0	2.19	2.58	1.93	31	Ag3 P1 S4
1436	28	16	15	2.0	6.0	2.0	1.91	2.58	2.19	12	Ni2 P2 S6
1437	15	16	48	2.0	6.0	2.0	2.19	2.58	1.69	12	Cd2 P2 S6
1438	82	41	34	1.0	5.0	8.0	2.33	1.6	2.55	12	Nb5 Pb1 Se8
1439	41	50	34	5.0	1.0	8.0	1.6	1.96	2.55	12	Nb5 Sn1 Se8
1440	27	34	49	1.0	4.0	2.0	1.88	2.55	1.78	227	In2 Co1 Se4
1441	41	52	14	4.0	4.0	1.0	1.6	2.1	1.9	55	Nb4 Si1 Te4
